step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,2,710544.77,0835773569,0.0,0.0,01359044626,738531.5,16518.36,0,0
1,2,581294.26,0843299092,0.0,0.0,01590550415,5195482.15,1.91692049397,0,0
1,2,11996.58,0605982374,0.0,0.0,01225616405,40255.0,0.0,0,0
1,1,2875.1,01412322831,15443.0,12567.9,41651262695,0.0,0.0,0,0
1,1,8586.98,01305004711,3763.0,0.0,4494077446,0.0,0.0,0,0
1,1,871.75,01003206025,19869.0,18997.25,4989889899,0.0,0.0,0,0
1,1,1035.36,0806813022,71636.0,70600.64,4902860396,0.0,0.0,0,0
1,1,1063.53,01406206626,83084.0,82020.47,41816522350,0.0,0.0,0,0
1,1,1019.9,01799230133,204237.0,203217.1,41521238608,0.0,0.0,0,0
1,1,4059.38,020156341,26304.0,22244.62,41111897955,0.0,0.0,0,0
1,1,1876.44,01509309988,182.0,0.0,41643141512,0.0,0.0,0,0
1,3,28404.6,02091072548,0.0,0.0,01282788025,51744.0,0.0,0,0
1,3,75405.1,0263053820,0.0,0.0,01870252780,104209.0,46462.23,0,0
1,3,50101.88,01740826931,0.0,0.0,097730845,67684.0,9940339.29,0,0
1,3,14121.82,069062746,0.0,0.0,0100555887,52679.0,10963.66,0,0
1,3,78292.91,01631227617,0.0,0.0,01983747920,121112.0,95508.95,0,0
1,3,176149.9,024650043,0.0,0.0,0736709391,259813.0,46820.71,0,0
1,3,212228.35,01896074070,0.0,0.0,0401424608,429747.0,1178808.14,0,0
1,3,85423.63,0460741164,0.0,0.0,01590550415,5776776.41,1.91692049397,0,0
1,3,11648.5,0781091365,0.0,0.0,0985934102,260976.0,971418.91,0,0
1,1,6165.58,01858015030,20925.0,14759.42,425764044,0.0,0.0,0,0
1,1,3705.83,0671596011,41903.46,38197.63,41925352804,0.0,0.0,0,0
1,3,419801.4,01687354037,38197.63,0.0,033524623,499962.0,1517262.16,0,0
1,3,335416.51,0743778731,144478.0,0.0,0575335780,295.0,52415.15,0,0
1,1,3372.29,0967323951,41398.0,38025.71,41600594643,0.0,0.0,0,0
1,1,661.43,0743648472,14078.0,13416.57,4692998280,0.0,0.0,0,0
1,4,864.68,01368862151,69836.0,68971.32,020671747,12040.0,43691.09,0,0
1,1,1203.44,0922807452,29941.0,28737.56,433563464,0.0,0.0,0,0
1,2,330757.04,01494346128,103657.0,0.0,0564160838,79676.0,1254956.07,0,0
1,1,1915.43,0822087264,11450.0,9534.57,430699728,0.0,0.0,0,0
1,1,8.73,038603201,81313.0,81304.27,41422273905,0.0,0.0,0,0
1,4,3058.8,01694784135,18138.0,15079.2,0801197928,11054.0,8917.54,0,0
1,1,5154.97,01207231495,9476.0,4321.03,4756936249,0.0,0.0,0,0
1,1,5213.25,01221981006,36380.0,31166.75,4264394929,0.0,0.0,0,0
1,1,5392.75,01878413714,50757.0,45364.25,4769132147,0.0,0.0,0,0
1,1,25.12,01257299717,61663.0,61637.88,41474957626,0.0,0.0,0,0
1,1,17150.89,0181252244,61637.88,44486.99,41733022752,0.0,0.0,0,0
1,2,679502.24,0722417467,290.0,0.0,0451111351,171866.0,3940085.21,0,0
1,2,177652.91,0753631393,23720.0,0.0,0716157500,55.0,4894.45,0,0
1,1,5443.26,01262869688,236997.0,231553.74,41914108708,0.0,0.0,0,0
1,1,244.87,0544386226,257978.49,257733.62,41357700757,0.0,0.0,0,0
1,1,8281.57,0900298796,257733.62,249452.05,41889757798,0.0,0.0,0,0
1,1,1175.59,01166106620,20509.0,19333.41,41932470703,0.0,0.0,0,0
1,1,1097.74,0221861886,24866.0,23768.26,41713568869,0.0,0.0,0,0
1,2,184986.8,0697508322,39588.0,0.0,01688019098,52340.0,97263.78,0,0
1,1,1718.29,0603658030,117811.0,116092.71,41689924104,0.0,0.0,0,0
1,1,3671.32,0361380654,100094.0,96422.68,4631673932,0.0,0.0,0,0
1,4,3580.26,01579132337,2565.0,0.0,01321640594,21185.0,18910.85,0,0
1,1,8550.9,01795225096,40060.0,31509.1,4790094605,0.0,0.0,0,0
1,1,9753.55,01048712791,60829.0,51075.45,4487792155,0.0,0.0,0,0
1,1,3026.98,01909398279,31139.0,28112.02,41632670136,0.0,0.0,0,0
1,3,467177.03,01338905451,28112.02,0.0,01170794006,975121.0,22190.99,0,0
1,4,3875.99,01252540239,259138.0,255262.01,01509514333,608925.82,2415.16,0,0
1,1,2148.89,01136005694,31213.0,29064.11,4638486177,0.0,0.0,0,0
1,1,466.97,0426019904,80030.0,79563.03,4314411620,0.0,0.0,0,0
1,3,154139.72,01642679791,79563.03,0.0,0564160838,410433.04,1254956.07,0,0
1,3,82685.93,0855700733,0.0,0.0,0392292416,833216.44,3420103.09,0,0
1,3,83857.23,0247162961,0.0,0.0,01297685781,215457.59,16997.22,0,0
1,3,99109.77,01890266440,0.0,0.0,01297685781,299314.82,16997.22,0,0
1,3,187726.67,01527152775,0.0,0.0,0747464370,190573.0,1567434.81,0,0
1,3,281339.92,01863655430,0.0,0.0,01509514333,612801.81,2415.16,0,0
1,3,186447.51,0976827477,0.0,0.0,01590550415,5862200.03,1.91692049397,0,0
1,3,81029.86,0324112183,0.0,0.0,0288665596,105343.0,8496.61,0,0
1,3,139054.95,02092709730,0.0,0.0,01749186397,182538.03,277515.05,0,0
1,3,154716.2,0980364771,0.0,0.0,0453211571,187433.0,3461666.05,0,0
1,3,53631.83,01233595751,0.0,0.0,0757108857,83244.0,0.0,0,0
1,3,289645.52,01446001495,0.0,0.0,01023714065,871442.79,1412484.09,0,0
1,3,267148.82,01261044180,0.0,0.0,0401424608,641975.35,1178808.14,0,0
1,3,47913.58,0141110631,0.0,0.0,0240650537,51304.0,0.0,0,0
1,3,193605.38,02029372696,0.0,0.0,01971489295,249452.05,0.0,0,0
1,3,344464.4,0793293778,0.0,0.0,0766572210,1133312.56,0.0,0,0
1,3,169409.87,0888611662,0.0,0.0,0401424608,909124.16,1178808.14,0,0
1,3,25793.74,01966355106,0.0,0.0,0476800120,215312.31,49864.36,0,0
1,3,114712.48,0599782425,0.0,0.0,01209271652,145400.0,0.0,0,0
1,3,89038.75,01233327519,0.0,0.0,02083562754,189808.0,1186556.81,0,0
1,3,1341.58,01155769010,0.0,0.0,0557041912,80341.0,557537.26,0,0
1,3,44443.08,0269892014,0.0,0.0,01590550415,6048647.54,1.91692049397,0,0
1,3,34729.64,01280641161,0.0,0.0,01435804085,44853.0,96.88,0,0
1,3,105979.34,0489411441,0.0,0.0,0736709391,435962.9,46820.71,0,0
1,3,57794.61,01141113940,0.0,0.0,0240650537,99217.58,0.0,0,0
1,3,15918.79,01711185459,0.0,0.0,01854778591,24553.0,0.0,0,0
1,3,19162.08,025936709,0.0,0.0,0885951223,60169.0,215851.28,0,0
1,3,220691.42,01123559518,0.0,0.0,01590550415,6093090.62,1.91692049397,0,0
1,3,9536.54,0649769713,0.0,0.0,01060830840,49161.0,130747.56,0,0
1,3,29784.06,0925150995,0.0,0.0,0920011586,63553.0,0.0,0,0
1,3,190445.51,01760219993,0.0,0.0,01360767589,203679.0,2107965.39,0,0
1,3,57279.11,01800649922,0.0,0.0,0824009085,127206.9,64106.18,0,0
1,3,112086.81,0403547747,0.0,0.0,01531333864,292728.0,55974.56,0,0
1,3,80311.89,0172215878,0.0,0.0,0434091818,87408.0,63112.23,0,0
1,3,151829.91,0873309260,0.0,0.0,01023714065,1161088.31,1412484.09,0,0
1,3,26004.52,01112456099,0.0,0.0,01225616405,52251.58,0.0,0,0
1,3,3146.16,0923083575,0.0,0.0,01504109395,9471.0,593737.38,0,0
1,3,296752.75,0589363823,0.0,0.0,01531333864,404814.81,55974.56,0,0
1,3,191702.06,02052457859,0.0,0.0,0985934102,272624.5,971418.91,0,0
1,3,365510.05,01299327689,0.0,0.0,0564160838,564572.76,1254956.07,0,0
1,3,202332.08,01408279755,0.0,0.0,0453211571,342149.2,3461666.05,0,0
1,3,55105.9,02007486296,0.0,0.0,0932583850,317952.89,2719172.89,0,0
1,3,171508.59,01033348658,0.0,0.0,01971489295,443057.43,0.0,0,0
1,3,178439.26,01634723627,0.0,0.0,02083562754,278846.75,1186556.81,0,0
1,3,88834.86,0938463537,0.0,0.0,0985934102,464326.57,971418.91,0,0
1,3,210370.09,02121995675,0.0,0.0,01170794006,1442298.03,22190.99,0,0
1,3,36437.06,02120063568,0.0,0.0,01740000325,154606.0,1363368.51,0,0
1,3,82691.56,01620409359,0.0,0.0,0248609774,657983.89,6453430.91,0,0
1,3,338767.1,0691691381,0.0,0.0,0453211571,544481.28,3461666.05,0,0
1,3,187728.59,0264978436,0.0,0.0,01360767589,394124.51,2107965.39,0,0
1,3,271002.7,0500618423,0.0,0.0,0451111351,851368.24,3940085.21,0,0
1,3,323105.08,01458091526,0.0,0.0,0747464370,378299.67,1567434.81,0,0
1,3,10782.94,0768776793,0.0,0.0,0796533847,100585.0,0.0,0,0
1,3,89962.11,02018260103,0.0,0.0,0240650537,157012.19,0.0,0,0
1,3,101940.14,01393828949,0.0,0.0,0357863579,105362.0,92307.65,0,0
1,3,163100.34,01088417975,0.0,0.0,0401424608,1078534.03,1178808.14,0,0
1,3,136030.66,02036775591,0.0,0.0,0757108857,136875.83,0.0,0,0
1,3,68912.23,01620529408,0.0,0.0,01688019098,237326.8,97263.78,0,0
1,3,73464.06,0307488715,0.0,0.0,01789550256,444779.0,4619798.56,0,0
1,3,106117.28,0758572926,0.0,0.0,0476402209,234216.94,51513.44,0,0
1,3,503333.79,01640612861,0.0,0.0,0985934102,553161.42,971418.91,0,0
1,3,71991.42,0990679445,0.0,0.0,0557041912,81682.58,557537.26,0,0
1,3,91379.93,0913065088,0.0,0.0,0401424608,1241634.38,1178808.14,0,0
1,3,26759.05,0746280996,0.0,0.0,01360767589,581853.1,2107965.39,0,0
1,3,128487.35,050503805,0.0,0.0,0747464370,701404.75,1567434.81,0,0
1,3,252908.87,01557989809,0.0,0.0,033524623,919763.4,1517262.16,0,0
1,3,64489.64,0146874094,0.0,0.0,01297685781,398424.59,16997.22,0,0
1,3,171369.73,02123222442,0.0,0.0,0451111351,1122370.94,3940085.21,0,0
1,1,4493.29,01746570062,8258.0,3764.71,41555990397,0.0,0.0,0,0
1,1,12121.5,01544078442,97058.0,84936.5,41291367132,0.0,0.0,0,0
1,1,2278.19,01887699190,290.0,0.0,41479140596,0.0,0.0,0,0
1,1,7707.44,01108889615,99827.0,92119.56,41275028674,0.0,0.0,0,0
1,1,4013.02,0455888635,92119.56,88106.55,4204805934,0.0,0.0,0,0
1,1,5775.15,0204322447,132329.0,126553.85,41019484860,0.0,0.0,0,0
1,1,4843.93,01164365897,51718.0,46874.07,41640899500,0.0,0.0,0,0
1,1,2397.82,03565780,20421.0,18023.18,4473666452,0.0,0.0,0,0
1,1,4391.44,01865219266,228.0,0.0,42138005960,0.0,0.0,0,0
1,4,4497.87,01278002745,107388.0,102890.13,0510113906,19053.0,5417.23,0,0
1,1,7452.89,0214649627,102397.0,94944.11,467730604,0.0,0.0,0,0
1,1,3930.81,015477956,6032.0,2101.19,4710623214,0.0,0.0,0,0
1,3,71532.24,02082351661,2101.19,0.0,01810132623,74956.0,97128.19,0,0
1,3,61159.51,0859690270,0.0,0.0,0476402209,340334.22,51513.44,0,0
1,3,12401.9,01389774257,0.0,0.0,01096283470,349763.0,0.0,0,0
1,3,32702.61,0553759818,0.0,0.0,075457651,253053.0,31469.78,0,0
1,1,6926.67,0751021317,152927.0,146000.33,41896552614,0.0,0.0,0,0
1,1,893.57,0294658299,10676.0,9782.43,41033856359,0.0,0.0,0,0
1,2,480222.51,0201677908,11110.0,0.0,0451111351,1293740.67,3940085.21,0,0
1,1,3608.41,0635611994,11150.0,7541.59,4904253669,0.0,0.0,0,0
1,1,5946.79,01930903395,7541.59,1594.8,41431710377,0.0,0.0,0,0
1,1,6099.96,01700721442,42133.0,36033.04,42116511124,0.0,0.0,0,0
1,1,372.34,0872522004,65254.0,64881.66,41348916831,0.0,0.0,0,0
1,1,4635.18,01110698130,6313782.05,6309146.87,4125644421,0.0,0.0,0,0
1,1,1267.97,01053632127,6309146.87,6307878.9,41493158871,0.0,0.0,0,0
1,1,6911.99,089509666,6307878.9,6300966.92,41806880779,0.0,0.0,0,0
1,1,1795.67,01016856028,6300966.92,6299171.25,4446445803,0.0,0.0,0,0
1,1,3199.06,0832292933,6299171.25,6295972.18,41280603381,0.0,0.0,0,0
1,1,10265.17,0792855998,6295972.18,6285707.02,41424108509,0.0,0.0,0,0
1,1,9029.12,01003755748,25480.0,16450.88,41414013111,0.0,0.0,0,0
1,1,7600.57,01805164661,50747.0,43146.43,4778162712,0.0,0.0,0,0
1,1,2057.71,0896138248,25132.0,23074.29,4548482954,0.0,0.0,0,0
1,1,3823.08,0243575009,10382.0,6558.92,4777341499,0.0,0.0,0,0
1,2,2806.0,01420196421,2806.0,0.0,0972765878,0.0,0.0,1,0
1,3,2806.0,02101527076,2806.0,0.0,01007251739,26202.0,0.0,1,0
1,1,6737.2,01454026445,624.0,0.0,41378497201,0.0,0.0,0,0
1,1,9161.98,0892931811,11128.0,1966.02,41577167234,0.0,0.0,0,0
1,1,1239.06,01574873161,396386.0,395146.94,41591916281,0.0,0.0,0,0
1,1,365.0,0600958416,319.0,0.0,41884231057,0.0,0.0,0,0
1,1,5237.54,01492875057,27105.0,21867.46,4333793193,0.0,0.0,0,0
1,1,2618.76,01068945248,21867.46,19248.7,4937277082,0.0,0.0,0,0
1,1,339.82,0882646447,12076.0,11736.18,4234740890,0.0,0.0,0,0
1,4,1393.46,079290250,100068.0,98674.54,01076835071,26446.0,318637.36,0,0
1,1,2731.37,01586151649,17540.0,14808.63,4179294202,0.0,0.0,0,0
1,1,8364.73,01767230265,81.0,0.0,4593103894,0.0,0.0,0,0
1,1,6598.71,0727666004,16392.0,9793.29,41601935322,0.0,0.0,0,0
1,1,4304.58,0414225167,10708.0,6403.42,41803093683,0.0,0.0,0,0
1,1,2867.14,0975033189,943.0,0.0,4962287291,0.0,0.0,0,0
1,1,2946.38,0628064884,0.0,0.0,4109069556,0.0,0.0,0,0
1,1,507.12,01389509050,87005.0,86497.88,4828326869,0.0,0.0,0,0
1,1,3020.86,01761217448,50361.0,47340.14,41817789863,0.0,0.0,0,0
1,1,8948.03,0788905599,11137.0,2188.97,41678709153,0.0,0.0,0,0
1,3,280877.92,01544614339,2188.97,0.0,01297685781,462914.23,16997.22,0,0
1,1,1084.9,02059592603,13727.0,12642.1,42016828666,0.0,0.0,0,0
1,1,9456.69,01688782916,12642.1,3185.41,41064154107,0.0,0.0,0,0
1,1,5812.36,01390301622,3185.41,0.0,4415565467,0.0,0.0,0,0
1,2,157883.07,0973936431,46547.0,0.0,01335050193,72793.0,353532.56,0,0
1,1,2734.77,01756207614,4511.0,1776.23,41214133948,0.0,0.0,0,0
1,3,102153.86,02015301874,1776.23,0.0,01335050193,230676.07,353532.56,0,0
1,1,584.52,0712627377,15479.0,14894.48,4782228073,0.0,0.0,0,0
1,1,6113.14,0399373008,15629.0,9515.86,4391506011,0.0,0.0,0,0
1,3,369989.2,01936550492,9515.86,0.0,01789550256,518243.06,4619798.56,0,0
1,3,215338.28,0594651850,0.0,0.0,075457651,285755.61,31469.78,0,0
1,3,65521.42,01532139270,0.0,0.0,0920011586,93337.06,0.0,0,0
1,3,116977.58,01677568775,0.0,0.0,01740000325,191043.06,1363368.51,0,0
1,3,262392.36,02069500590,0.0,0.0,02083562754,457286.01,1186556.81,0,0
1,3,51121.05,01431556341,0.0,0.0,01740000325,308020.64,1363368.51,0,0
1,3,202624.59,0452364286,0.0,0.0,0985934102,1056495.21,971418.91,0,0
1,3,118235.16,0350069300,0.0,0.0,01335050193,332829.93,353532.56,0,0
1,3,118056.71,01060703587,0.0,0.0,0757108857,272906.49,0.0,0,0
1,3,498960.91,01957078537,0.0,0.0,01360767589,608612.15,2107965.39,0,0
1,3,691738.36,01514214932,0.0,0.0,01590550415,6285707.02,1.91692049397,0,0
1,3,58820.08,0594858858,0.0,0.0,01360767589,1107573.06,2107965.39,0,0
1,1,4419.04,01423016050,52951.0,48531.96,4352776719,0.0,0.0,0,0
1,1,4270.02,01202042637,9516.0,5245.98,41112527632,0.0,0.0,0,0
1,1,3007.83,0440736059,49905.0,46897.17,4955324150,0.0,0.0,0,0
1,1,1824.59,01384563514,25138.0,23313.41,41852661033,0.0,0.0,0,0
1,1,993.46,01548946718,19448.0,18454.54,41814423236,0.0,0.0,0,0
1,3,302693.14,0140404585,18454.54,0.0,01688019098,306239.03,97263.78,0,0
1,1,1445.06,0207546206,10892.0,9446.94,41218519094,0.0,0.0,0,0
1,1,4059.25,0200404000,4186.0,126.75,41894758168,0.0,0.0,0,0
1,1,3417.18,0191945292,126.75,0.0,41242688388,0.0,0.0,0,0
1,4,3428.95,01317375498,147798.0,144369.05,0665576141,1534657.01,5515763.34,0,0
1,1,5580.98,01130346421,7781.0,2200.02,41316005672,0.0,0.0,0,0
1,4,3455.85,0192428201,3509.0,53.15,0401424608,1333014.31,1178808.14,0,0
1,1,7265.63,01768882706,14508.0,7242.37,41463022229,0.0,0.0,0,0
1,1,3852.64,0472991420,1449076.27,1445223.63,41455855843,0.0,0.0,0,0
1,1,7870.29,01202220987,1445223.63,1437353.34,4256346753,0.0,0.0,0,0
1,4,12872.92,0425015667,11197.0,0.0,0466505482,51885.0,0.0,0,0
1,1,6675.34,02075568954,10107.0,3431.66,42145896000,0.0,0.0,0,0
1,3,410201.89,01279740095,21448.0,0.0,01750905143,61613.0,424250.45,0,0
1,1,13310.78,02095677157,0.0,0.0,4852026681,0.0,0.0,0,0
1,1,664.35,01943855334,102983.0,102318.65,494919826,0.0,0.0,0,0
1,1,2130.3,0847320212,10958.0,8827.7,41201004240,0.0,0.0,0,0
1,1,7771.4,01406848276,8827.7,1056.3,4349259569,0.0,0.0,0,0
1,1,36349.35,0785306763,1056.3,0.0,41204088028,0.0,0.0,0,0
1,1,749.34,01123236701,0.0,0.0,41552221437,0.0,0.0,0,0
1,1,2340.34,079161706,0.0,0.0,41685407532,0.0,0.0,0,0
1,1,9686.85,01057468716,0.0,0.0,41272051933,0.0,0.0,0,0
1,1,15785.85,01888924788,0.0,0.0,41041547629,0.0,0.0,0,0
1,1,9006.78,01016633682,0.0,0.0,42018220300,0.0,0.0,0,0
1,1,9014.95,01027319653,0.0,0.0,4633079302,0.0,0.0,0,0
1,1,14420.66,01561745898,0.0,0.0,42033268925,0.0,0.0,0,0
1,1,4802.31,0424786033,0.0,0.0,41545077099,0.0,0.0,0,0
1,1,28527.44,0867093003,0.0,0.0,41135278099,0.0,0.0,0,0
1,1,4182.93,01470911015,0.0,0.0,41268974304,0.0,0.0,0,0
1,1,4088.21,0244872973,0.0,0.0,4451312813,0.0,0.0,0,0
1,1,8491.9,0795748540,0.0,0.0,42081000371,0.0,0.0,0,0
1,4,6666.78,0837073696,11876.0,5209.22,0655381473,24777.0,189534.74,0,0
1,1,6536.86,0416201381,17319.0,10782.14,41178290888,0.0,0.0,0,0
1,3,40684.97,01985938863,10782.14,0.0,01291286504,49530.0,66575.5,0,0
1,1,1553.21,01660325375,31516.0,29962.79,4251664534,0.0,0.0,0,0
1,4,7344.92,0334593716,0.0,0.0,0485041780,185432.0,0.0,0,0
1,3,106267.21,0487416600,0.0,0.0,0476800120,241106.05,49864.36,0,0
1,1,5491.5,01271041075,36605.0,31113.5,41141500277,0.0,0.0,0,0
1,1,3666.42,01544895390,48117.0,44450.58,4712410791,0.0,0.0,0,0
1,1,5507.18,01971991758,36030.0,30522.82,42126723403,0.0,0.0,0,0
1,4,4565.14,0201274566,30265.0,25699.86,0747464370,829892.09,1567434.81,0,0
1,1,11348.71,0354605216,734899.0,723550.29,4824881806,0.0,0.0,0,0
1,2,123179.97,01447353473,7215.0,0.0,020671747,12904.68,43691.09,0,0
1,1,7073.6,0611289995,0.0,0.0,4663466110,0.0,0.0,0,0
1,1,2803.83,01129433283,0.0,0.0,4864138492,0.0,0.0,0,0
1,1,106.81,01810518740,0.0,0.0,4295180183,0.0,0.0,0,0
1,1,6297.71,01547883191,762.0,0.0,41650113431,0.0,0.0,0,0
1,1,2610.01,01528769018,58697.54,56087.54,4183155105,0.0,0.0,0,0
1,1,5320.1,01089930529,56087.54,50767.43,42001115307,0.0,0.0,0,0
1,1,1460.63,01429483328,1132.0,0.0,4172794870,0.0,0.0,0,0
1,2,522264.81,01927963027,24.0,0.0,01234776885,11361.0,2025098.66,0,0
1,4,3584.21,0833240229,135496.0,131911.79,01330106945,100614.05,24044.18,0,0
1,1,3704.97,01167088639,24553.0,20848.03,4707531688,0.0,0.0,0,0
1,1,2773.61,0191568263,14332.0,11558.39,41799635803,0.0,0.0,0,0
1,1,3896.42,0751608431,11558.39,7661.97,41723290893,0.0,0.0,0,0
1,1,18781.84,0893640573,7661.97,0.0,42085886997,0.0,0.0,0,0
1,1,6660.33,0893523498,17710.0,11049.67,41770070706,0.0,0.0,0,0
1,2,26923.42,01108517064,11049.67,0.0,01983747920,199404.91,95508.95,0,0
1,2,53783.57,0511354923,0.0,0.0,01899073220,75514.0,420946.86,0,0
1,2,80333.28,0992743048,0.0,0.0,01749186397,321592.98,277515.05,0,0
